start_time,end_time,PV1,BESS2,BESS3
0.25,1.5,0.0745618279087897,0.0626688551680931,0.0356671618337798
1.5,3,0.100034983920096,0.0864910410114464,0.0521967346459496
3,4.5,2.5008743922562,2.1622758473754,1.30491825889256
4.5,6,0.15630465227675,0.135142242825301,0.0815573926230529
0.25,6,2.83177585636184,2.44657798638024,1.47433954799534
