PV1,-31.829668,-8898.6718,-8.7000245,-2330.4906,-8.086696,-2235.0587,9.9988478
BESS2,-2.1863025,-682.53798,-12.099662,-3182.0099,-2.5483474,-708.68865,3.1790574
BESS3,-1.9057991,-581.79171,-2.2594307,-611.40605,-22.920257,-6154.7971,2.6356313
