start_time,end_time,PV1,BESS2,BESS3
0.25,1.5,0.0745470535592791,0.0626537744252629,0.0356580951144458
1.5,3,0.100031417439935,0.0864797575521529,0.0521890790028416
3,4.5,2.50078299734522,2.16199213038681,1.30472443105485
4.5,6,0.156299951007054,0.135126317544579,0.0815450994320253
0.25,6,2.83166141935149,2.4462519799088,1.47411670460417
