start_time,end_time,PV1,BESS2,BESS3,PV4,PV5,BESS6
0.25,1.5,0.0848067726630882,0.0623739650863213,0.0653372262861934,0.175828381588038,0.0832771333608067,0.0325787911294264
1.5,3,0.0823373743356979,0.052025186554643,0.0584264274770175,0.140245658717968,0.0706034396083456,0.0248502343649506
3,4.5,2.05843435144956,1.30062965957524,1.46066068202173,3.50614145624617,1.76508598428445,0.621255857391512
4.5,6,0.128652146876722,0.0812893536714173,0.0912912925635164,0.219133840868866,0.110317873942839,0.0388284910759152
0.25,6,2.35423064532506,1.49631816488762,1.67571562834846,4.04134933742105,2.02928443119644,0.717513373961804
