PV1,-132.378213,-43598.6725,-2.24343551,-892.787735,-3.01546536,-1048.37236,-1.6394187,-792.892819,-2.10990715,-906.478369,-3.82949901,-1198.78626,6.17994097
BESS2,-0.967389923,-496.229335,-137.365541,-44628.2787,-1.85537157,-653.295019,-0.898951174,-469.57692,-1.21914666,-549.531254,-2.4141671,-756.729157,3.92035826
BESS3,-0.993937917,-420.909664,-1.04680371,-411.178436,-89.4264926,-26948.9907,-0.71373622,-355.044165,-0.904100424,-401.6844,-1.75059414,-548.143251,2.83487995
PV4,-6.60023182,-2702.57193,-6.75774324,-2604.86445,-8.14439816,-2901.89171,-174.913545,-61316.8018,-5.35221067,-2445.3116,-10.8554315,-3398.49315,17.5360898
PV5,-3.83250728,-1604.26075,-3.77169041,-1515.55745,-5.18076651,-1803.39204,-2.80014041,-1366.5676,-134.156562,-44305.7452,-6.5945582,-2062.27259,10.6510714
BESS6,-0.214508627,-99.7553753,-0.194187048,-90.4018785,-0.357847372,-124.149142,-0.0914570184,-70.094094,-0.280326043,-113.82897,-53.9997111,-15333.2569,0.736946384
