start_time,end_time,PV1,BESS2,BESS3,PV4,PV5,BESS6
0.25,1.5,0.0847888240262046,0.0623567129241353,0.065320053843763,0.175796900286982,0.0832598743161819,0.0325672738476137
1.5,3,0.0823188858882098,0.0520156268290592,0.0584118372864518,0.140224258848706,0.0705905032134308,0.0248471468066745
3,4.5,2.05797190210174,1.30039073318225,1.46029605344054,3.50560567915797,1.76476221869084,0.621175776400076
4.5,6,0.128623232033318,0.0812744240639939,0.0912685139704204,0.219100316282636,0.110297621040715,0.038823343234913
0.25,6,2.35370284404947,1.49603749699944,1.67529645854117,4.04072715457629,2.02891021726117,0.717413540289277
