start_time,end_time,PV1,BESS2
0.25,1.5,0.896004117288765,0.292345443202478
1.5,3,0.224611745823976,0.069877912637993
3,4.5,5.61450217228091,1.74670141305418
4.5,6,0.350919890982089,0.109173042730019
0.25,6,7.08603792637574,2.21809781162467
