start_time,end_time,J1_int,J2_int,J3_int,J4_int,J5_int,J6_int,J7_int,J8_int,J9_int,J10_int
0.25,1.5,0.203539462381177,0.116125868394463,0.119344897376634,0.18735550815194,0.0900080853138302,0.0352905387611216,0.0708817767159891,0.0643003436746114,0.054711341023729,0.049952601332978
1.5,3,0.15986319528129,0.0987400646797335,0.111548700040467,0.171013474576571,0.0783353245269588,0.0213344600130095,0.0623574817644057,0.05463355753115,0.0432122847116311,0.0379630593175019
3,4.5,3.99657891281663,2.46851199579162,2.78871339495471,4.27533707909809,1.95838176657813,0.533360182271491,1.55893572062978,1.36583506352939,1.08030363743252,0.949074471426939
4.5,6,0.249786189143282,0.154281838733394,0.174294615373406,0.267208558779225,0.122398880324341,0.0333350324330716,0.0974335029185853,0.0853647320342248,0.0675190100841826,0.0593171863611595
0.25,6,4.60976775962238,2.83765976759921,3.19390160774522,4.90091462060583,2.24912405674326,0.623320213478694,1.78960848202876,1.57013369676938,1.24574627325206,1.09630731843858
