start_time,end_time,PV1,BESS2,BESS3,PV4,PV5,BESS6,PV7,BESS8,BESS9,BESS10
0.25,1.5,0.203521241437491,0.1161294222777,0.119350713052067,0.187354680774646,0.0900080178601495,0.0352875448291811,0.0708825732110797,0.0643020256639652,0.0547113883841226,0.0499515979225353
1.5,3,0.159883908442163,0.0987598877325388,0.111576440872176,0.171049314957374,0.078349879128403,0.0213351527818647,0.0623688966962851,0.0546451662634433,0.0432201454293573,0.0379692420982875
3,4.5,3.99709768463326,2.46899717606197,2.78941100404492,4.27623284674359,1.95874696469282,0.533378815086472,1.55922240648991,1.36612914639484,1.08050362729011,0.949231044817711
4.5,6,0.24981860551094,0.154312323632618,0.174338187911341,0.267264553166513,0.122421685397487,0.0333361759650775,0.0974514004874063,0.085383071715507,0.067531476754733,0.0593269403422708
0.25,6,4.61032144002386,2.83819880970483,3.1946763458805,4.90190139564212,2.24952654707886,0.623337688662596,1.78992527688468,1.57045941003775,1.24596663785833,1.0964788251808
